externalid,tranId,Customer,trandate,orderstatus,startdate,enddate,otherrefnum,memo,salesrep,opportunity,saleseffectivedate,leadsource,partner,Department,Class,Location,couponcode,promocode,discount-discountItem,discount-discountrate,itemLine_item,new_part,itemLine_quantity,itemLine_serialNumbers,itemLine_units,itemLine_salesPrice,itemLine_amount,itemLine_description,itemLine_isTaxable,itemLine_priceLevel,itemLine_department,itemLine_class,itemLine_location,itemLine_custom:Field Name,itemLine_custom:Field Name1,itemLine_custom:Field Name2,shipdate,shipcarrier,shipmethod,shipcomplete,shipaddresslist,shipattention,shipaddressee,shipAddr1,shipAddr2,shipCity,shipState,shipZip,shipCountry,shipPhone,terms,billattention,billAddressee,billAddr1,billAddr2,billCity,billState,billZip,billCountry,billPhone,currency,exchangerate,istaxable,taxitem,taxrate,tobeprinted,tobeemailed,email,tobefaxed,fax,customermessage,custbody_nsts_ci_exclude,custom:Field Name,custom:Field Name1,custom:Field Name2
71517,71517,0603958,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HARRELLS VOL FIRE DEPT INC,606 TOMAHAWK HWY,,HARRELLS,HARRELLS,28444,USA,?,30,?,HARRELLS VOL FIRE DEPT INC,PO BOX 95,,Harrells,NC,28444,USA,?,?,?,NC-SAMPSO,?,?,Y,?,,?,(910) 532-2004,?,?,?,?,?,
71517,71517,0603958,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HARRELLS VOL FIRE DEPT INC,606 TOMAHAWK HWY,,HARRELLS,HARRELLS,28444,USA,?,30,?,HARRELLS VOL FIRE DEPT INC,PO BOX 95,,Harrells,NC,28444,USA,?,?,?,NC-SAMPSO,?,?,Y,?,,?,(910) 532-2004,?,?,?,?,?,
71517,71517,0603958,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HARRELLS VOL FIRE DEPT INC,606 TOMAHAWK HWY,,HARRELLS,HARRELLS,28444,USA,?,30,?,HARRELLS VOL FIRE DEPT INC,PO BOX 95,,Harrells,NC,28444,USA,?,?,?,NC-SAMPSO,?,?,Y,?,,?,(910) 532-2004,?,?,?,?,?,
71517,71517,0603958,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,150,150,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HARRELLS VOL FIRE DEPT INC,606 TOMAHAWK HWY,,HARRELLS,HARRELLS,28444,USA,?,30,?,HARRELLS VOL FIRE DEPT INC,PO BOX 95,,Harrells,NC,28444,USA,?,?,?,NC-SAMPSO,?,?,Y,?,,?,(910) 532-2004,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,366.22,366.22,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,1,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71520,71520,0604380,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,150,150,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALABASH FIRE DEPT STATION 1,892 PERSIMMON RD,,CALABASH,CALABASH,28467,USA,?,30,?,CALABASH VOL FIRE DEPT,892 PERSIMMON ROAD,,Calabash,NC,28467,USA,?,?,?,NC-BRUNS,?,?,Y,?,RTB532@AOL.COM,?,(910) 579-5024,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,283.42,283.42,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,1,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N70,,1,?,EACH,15,15,Element - Intake Filter. NO BO,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71521,71521,0613116,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,150,150,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,LELAND,LELAND,28451,USA,?,30,?,NAVASSA VOL FIRE DEPT,336 MAIN STREET,,Leland,NC,28451,USA,?,?,?,NC-BRUNS,?,?,Y,?,DWILLNVFD@AOL.COM,?,(910) 371-0110,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,388.79,388.79,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,2,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71525,71525,0600020,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,150,150,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ALEXIS FIRE DEPT,4168 HIGHWAY 27,,ALEXIS,ALEXIS,28006,USA,?,30,?,ALEXIS FIRE DEPT,PO BOX 157,,Alexis,NC,28006,USA,?,?,?,NC-GASTON,?,?,Y,?,BMP4646@YAHOO.COM,?,(704) 263-0073,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,598.85,598.85,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,58825,058825,1,?,EACH,84,84,Cartridge - 27 in. no CO. Was,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,2110,,1,?,EACH,20.25,20.25,AIR INTAKE FILTER 6.5 X 3""H,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL,,1,?,EACH,172,172,LAB ON LOCALETWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71529,71529,0612397,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,20.24,20.24,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CALVERT CLIFF NUCLEAR POW PL,1650 CALVERT CLIFF PKWY,WELL WATER HOUSE,Lusby,Lusby,20657-4702,USA,?,30,?,CALVERT CLIFF NUCLEAR POW PL,PO BOX 1609,ATTN: ACCTS PAY,Lusby,MD,20657,USA,?,?,?,NONTAX,?,?,Y,?,andrew.d.buck@constellation.com,?,(410) 495-4941,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,408.8,408.8,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,2,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,58825,058825,1,?,EACH,84,84,Cartridge - 27 in. no CO. Was,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25886,N25886,1,?,EACH,46.8,46.8,Filter - intake H19 - H25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL,,1,?,EACH,150,150,LAB ON LOCALETWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
